instance_name,track_name,num_nodes,num_edges,num_terminals,graph_density,heuristic_execution_time_ms,heuristic_cut_size,heuristic_valid,heuristic_timed_out,parallel_heuristic_execution_time_ms,parallel_heuristic_cut_size,parallel_heuristic_valid,parallel_heuristic_timed_out,approximation_execution_time_ms,approximation_cut_size,approximation_valid,approximation_timed_out,exact_execution_time_ms,exact_best_time,exact_cut_size,exact_valid,exact_timed_out,heuristic_exact_ratio,parallel_heuristic_exact_ratio,approximation_exact_ratio,cut_to_node_heuristic_ratio,cut_to_node_parallel_heuristic_ratio,cut_to_node_approximation_ratio,cut_to_node_exact_ratio
instance001.gr,Track1,53,80,4,0.058055,0.729756,6,1,0,17.078371,6,1,0,8.681594,5,1,0,18.173795,11.525706,5,1,0,1.200000,1.200000,1.000000,0.113208,0.113208,0.094340,0.094340
instance002.gr,Track1,2500,3125,5,0.001000,18.236365,7,1,0,10.634234,7,1,0,61701.579164,9,1,0,44416.712425,42887.367247,7,1,0,1.000000,1.000000,1.285714,0.002800,0.002800,0.003600,0.002800
instance003.gr,Track1,2500,5000,5,0.001601,37.735861,12,1,0,19.711921,12,1,0,240028.249959,-1,0,1,104441.923322,44916.577874,12,1,0,1.000000,1.000000,-1.000000,0.004800,0.004800,-1.000000,0.004800
instance004.gr,Track1,2500,12500,5,0.004002,148.467681,35,1,0,75.648827,35,1,0,240248.538702,-1,0,1,240005.831609,32084.554743,35,1,1,1.000000,1.000000,-1.000000,0.014000,0.014000,-1.000000,0.014000
instance005.gr,Track1,2500,62500,5,0.020008,2615.217325,192,1,0,750.946874,192,1,0,240505.801152,-1,0,1,240033.775096,89042.615070,190,1,1,1.010526,1.010526,-1.000000,0.076800,0.076800,-1.000000,0.076000
instance006.gr,Track1,55,82,6,0.055219,0.008045,-1,0,0,0.003166,-1,0,0,0.003216,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance007.gr,Track1,157,266,6,0.021721,1.630031,16,1,0,17.110636,16,1,0,196.374428,10,1,0,8242.071614,133.276837,10,1,0,1.600000,1.600000,1.000000,0.101911,0.101911,0.063694,0.063694
instance008.gr,Track1,307,526,6,0.011198,4.179596,10,1,0,9.804556,10,1,0,1041.024798,10,1,0,37366.421250,83.105277,10,1,0,1.000000,1.000000,1.000000,0.032573,0.032573,0.032573,0.032573
instance009.gr,Track1,57,84,8,0.052632,0.608086,15,1,0,10.417071,15,1,0,40.120039,13,1,0,793.707170,6.916504,11,1,0,1.363636,1.363636,1.181818,0.263158,0.263158,0.228070,0.192982
instance010.gr,Track1,64,288,8,0.142857,2.394323,50,1,0,14.731684,50,1,0,198.507960,50,1,0,34329.728884,22.188765,44,1,0,1.136364,1.136364,1.136364,0.781250,0.781250,0.781250,0.687500
instance011.gr,Track1,64,288,8,0.142857,2.043311,50,1,0,18.508771,50,1,0,197.402369,50,1,0,34299.525710,22.308052,44,1,0,1.136364,1.136364,1.136364,0.781250,0.781250,0.781250,0.687500
instance012.gr,Track1,160,269,9,0.021148,1.846089,16,1,0,10.352940,16,1,0,606.456523,16,1,0,240001.113209,49.407443,16,1,1,1.000000,1.000000,1.000000,0.100000,0.100000,0.100000,0.100000
instance013.gr,Track1,640,960,9,0.004695,0.003026,-1,0,0,0.002414,-1,0,0,0.002575,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance014.gr,Track1,640,960,9,0.004695,6.054529,18,1,0,13.191592,18,1,0,16800.751167,17,1,0,223012.431491,3524.822702,17,1,0,1.058824,1.058824,1.000000,0.028125,0.028125,0.026562,0.026562
instance015.gr,Track1,640,960,9,0.004695,5.672811,19,1,0,17.958676,19,1,0,17619.006941,18,1,0,240003.164423,165.751080,18,1,1,1.055556,1.055556,1.000000,0.029687,0.029687,0.028125,0.028125
instance016.gr,Track1,640,960,9,0.004695,8.055244,18,1,0,11.924085,18,1,0,17329.151645,17,0,0,240000.627523,240000.627523,-1,0,1,-1.000000,-1.000000,-1.000000,0.028125,0.028125,0.026562,-1.000000
instance017.gr,Track1,640,960,9,0.004695,8.193226,16,1,0,13.743586,16,1,0,17470.482661,13,1,0,19580.900037,15014.155168,13,1,0,1.230769,1.230769,1.000000,0.025000,0.025000,0.020313,0.020313
instance018.gr,Track1,640,4135,9,0.020222,51.778855,74,1,0,27.263578,74,1,0,121871.572854,74,1,0,240002.655935,1042.362375,74,1,1,1.000000,1.000000,1.000000,0.115625,0.115625,0.115625,0.115625
instance019.gr,Track1,640,4135,9,0.020222,0.002404,-1,0,0,0.001883,-1,0,0,0.002124,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance020.gr,Track1,640,4135,9,0.020222,0.002896,-1,0,0,0.002815,-1,0,0,0.002795,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance021.gr,Track1,640,4135,9,0.020222,0.002194,-1,0,0,0.002244,-1,0,0,0.002195,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance022.gr,Track1,640,4135,9,0.020222,0.002244,-1,0,0,0.002455,-1,0,0,0.002184,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance023.gr,Track1,640,204480,9,1.000000,0.020508,-1,0,0,0.016401,-1,0,0,0.016080,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance024.gr,Track1,640,204480,9,1.000000,0.018625,-1,0,0,0.016340,-1,0,0,0.016070,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance025.gr,Track1,640,204480,9,1.000000,0.018665,-1,0,0,0.018665,-1,0,0,0.017132,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance026.gr,Track1,640,204480,9,1.000000,0.019146,-1,0,0,0.018616,-1,0,0,0.018294,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance027.gr,Track1,90,135,10,0.033708,0.003908,-1,0,0,0.003387,-1,0,0,0.003226,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance028.gr,Track1,169,280,10,0.019724,1.706388,31,1,0,13.937663,31,1,0,967.648811,26,1,0,240001.136237,397.552279,21,1,1,1.476190,1.476190,1.238095,0.183432,0.183432,0.153846,0.124260
instance029.gr,Track1,179,293,10,0.018392,1.760780,27,1,0,16.326302,27,1,0,967.593771,26,1,0,240000.895497,970.420971,21,1,1,1.285714,1.285714,1.238095,0.150838,0.150838,0.145251,0.117318
instance030.gr,Track1,286,465,10,0.011410,2.602475,26,1,0,18.416019,26,1,0,3474.914083,25,1,0,240001.682218,310.794428,25,1,1,1.040000,1.040000,1.000000,0.090909,0.090909,0.087413,0.087413
instance031.gr,Track1,298,503,10,0.011366,2.785061,28,1,0,11.589608,28,1,0,8480.895180,25,1,0,240001.552259,101092.210129,24,1,1,1.166667,1.166667,1.041667,0.093960,0.093960,0.083893,0.080537
instance032.gr,Track1,311,530,10,0.010995,3.970235,18,1,0,15.604847,18,1,0,4725.278370,17,1,0,240000.603943,58.003564,17,1,1,1.058824,1.058824,1.000000,0.057878,0.057878,0.054662,0.054662
instance033.gr,Track1,331,560,10,0.010254,0.006322,-1,0,0,0.005751,-1,0,0,0.005841,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance034.gr,Track1,541,906,10,0.006203,5.061621,23,1,0,16.185211,23,1,0,39079.858979,22,1,0,240000.337853,949.236357,21,1,1,1.095238,1.095238,1.047619,0.042514,0.042514,0.040665,0.038817
instance035.gr,Track1,609,932,10,0.005034,5.206425,24,1,0,13.187243,24,1,0,46200.809432,23,1,0,240000.856717,732.855466,23,1,1,1.043478,1.043478,1.000000,0.039409,0.039409,0.037767,0.037767
instance036.gr,Track1,632,1087,10,0.005451,5.959261,26,1,0,9.679959,26,1,0,31886.155596,26,1,0,240004.491904,1096.812882,26,1,1,1.000000,1.000000,1.000000,0.041139,0.041139,0.041139,0.041139
instance037.gr,Track1,777,1239,10,0.004110,7.085532,26,1,0,13.388900,26,1,0,36168.553162,25,1,0,240002.487924,901.395803,24,1,1,1.083333,1.083333,1.041667,0.033462,0.033462,0.032175,0.030888
instance038.gr,Track1,816,1460,10,0.004391,13.220369,45,1,0,17.068136,45,1,0,56644.095908,18,1,0,240001.184522,5646.388299,18,1,1,2.500000,2.500000,1.000000,0.055147,0.055147,0.022059,0.022059
