instance_name,track_name,num_nodes,num_edges,num_terminals,graph_density,heuristic_execution_time_ms,heuristic_cut_size,heuristic_valid,heuristic_timed_out,parallel_heuristic_execution_time_ms,parallel_heuristic_cut_size,parallel_heuristic_valid,parallel_heuristic_timed_out,approximation_execution_time_ms,approximation_cut_size,approximation_valid,approximation_timed_out,exact_execution_time_ms,exact_best_time,exact_cut_size,exact_valid,exact_timed_out,heuristic_exact_ratio,parallel_heuristic_exact_ratio,approximation_exact_ratio,cut_to_node_heuristic_ratio,cut_to_node_parallel_heuristic_ratio,cut_to_node_approximation_ratio,cut_to_node_exact_ratio
instance055.gr,Track2,233,431,22,0.015946,6.193658,100,1,0,13.461875,100,1,0,18614.115146,60,1,0,420000.660432,1909.888345,50,1,1,2.000000,2.000000,1.200000,0.429185,0.429185,0.257511,0.214592
instance056.gr,Track2,237,444,21,0.015876,5.456648,99,1,0,16.537782,99,1,0,6966.106042,64,1,0,420001.511302,721.901651,45,1,1,2.200000,2.200000,1.422222,0.417722,0.417722,0.270042,0.189873
instance057.gr,Track2,245,454,20,0.015189,5.781851,100,1,0,11.187352,100,1,0,11350.174265,50,1,0,420000.949910,10404.357722,48,1,1,2.083333,2.083333,1.041667,0.408163,0.408163,0.204082,0.195918
instance058.gr,Track2,500,714,200,0.005723,0.002474,-1,0,0,0.002034,-1,0,0,0.002174,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance059.gr,Track2,560,870,195,0.005558,0.001984,-1,0,0,0.002515,-1,0,0,0.002144,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance060.gr,Track2,657,947,250,0.004395,0.002003,-1,0,0,0.001974,-1,0,0,0.002805,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance061.gr,Track2,528,1017,85,0.007310,41.533589,281,1,0,22.071391,281,1,0,420088.817061,-1,0,1,420001.613903,3941.713949,165,1,1,1.703030,1.703030,-1.000000,0.532197,0.532197,-1.000000,0.312500
instance062.gr,Track2,1203,1679,500,0.002322,0.002965,-1,0,0,0.002074,-1,0,0,0.002505,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance063.gr,Track2,1214,1700,500,0.002309,0.002104,-1,0,0,0.001893,-1,0,0,0.002715,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance064.gr,Track2,1273,1814,500,0.002241,0.002535,-1,0,0,0.002235,-1,0,0,0.003086,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance065.gr,Track2,2856,3641,1748,0.000893,0.002054,-1,0,0,0.001963,-1,0,0,0.002746,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance066.gr,Track2,2562,3655,1000,0.001114,0.002475,-1,0,0,0.002855,-1,0,0,0.002515,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance067.gr,Track2,200,370,20,0.018593,0.003737,-1,0,0,0.003616,-1,0,0,0.003717,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance068.gr,Track2,200,370,40,0.018593,0.001633,-1,0,0,0.001613,-1,0,0,0.010710,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance069.gr,Track2,200,370,100,0.018593,0.001513,-1,0,0,0.001333,-1,0,0,0.001443,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance070.gr,Track2,106,399,50,0.071698,8.028088,49,1,0,12.982591,49,1,0,6236.302446,49,1,0,15.249746,13.388396,49,1,0,1.000000,1.000000,1.000000,0.462264,0.462264,0.462264,0.462264
