instance_name,track_name,num_nodes,num_edges,num_terminals,graph_density,heuristic_execution_time_ms,heuristic_cut_size,heuristic_valid,heuristic_timed_out,parallel_heuristic_execution_time_ms,parallel_heuristic_cut_size,parallel_heuristic_valid,parallel_heuristic_timed_out,approximation_execution_time_ms,approximation_cut_size,approximation_valid,approximation_timed_out,exact_execution_time_ms,exact_best_time,exact_cut_size,exact_valid,exact_timed_out,heuristic_exact_ratio,parallel_heuristic_exact_ratio,approximation_exact_ratio,cut_to_node_heuristic_ratio,cut_to_node_parallel_heuristic_ratio,cut_to_node_approximation_ratio,cut_to_node_exact_ratio
grid_20x25_k5_rep4,Grid,500,955,5,0.007655,2.429953,15,1,0,15.477919,15,1,0,2706.062046,15,1,0,328.254922,326.127680,15,1,0,1.000000,1.000000,1.000000,0.030000,0.030000,0.030000,0.030000
grid_20x25_k10_rep0,Grid,500,955,10,0.007655,4.385410,35,1,0,15.483350,35,1,0,18512.379268,35,1,0,1467.380746,1467.200947,35,1,0,1.000000,1.000000,1.000000,0.070000,0.070000,0.070000,0.070000
grid_20x25_k10_rep1,Grid,500,955,10,0.007655,4.364371,34,1,0,17.498149,34,1,0,22622.669863,34,1,0,1891.268022,1891.138377,34,1,0,1.000000,1.000000,1.000000,0.068000,0.068000,0.068000,0.068000
grid_20x25_k10_rep2,Grid,500,955,10,0.007655,4.166087,31,1,0,15.527985,31,1,0,18259.928806,30,1,0,2008.202398,2008.089024,30,1,0,1.033333,1.033333,1.000000,0.062000,0.062000,0.060000,0.060000
grid_20x25_k10_rep3,Grid,500,955,10,0.007655,4.267738,35,1,0,18.960226,35,1,0,21819.187076,34,1,0,1170.861188,1170.649238,34,1,0,1.029412,1.029412,1.000000,0.070000,0.070000,0.068000,0.068000
grid_20x25_k10_rep4,Grid,500,955,10,0.007655,4.341738,33,1,0,16.787087,33,1,0,18514.940993,33,1,0,1363.058187,1362.883629,33,1,0,1.000000,1.000000,1.000000,0.066000,0.066000,0.066000,0.066000
grid_20x25_k20_rep0,Grid,500,955,20,0.007655,8.013603,65,1,0,20.740784,65,1,0,120022.292200,-1,0,1,1861.705494,1861.606618,64,1,0,1.015625,1.015625,-1.000000,0.130000,0.130000,-1.000000,0.128000
grid_20x25_k20_rep1,Grid,500,955,20,0.007655,8.189595,72,1,0,18.455634,72,1,0,118207.999787,72,1,0,1104.631018,1104.484180,69,1,0,1.043478,1.043478,1.043478,0.144000,0.144000,0.144000,0.138000
grid_20x25_k20_rep2,Grid,500,955,20,0.007655,8.100967,68,1,0,17.019926,68,1,0,120019.312225,-1,0,1,349.016465,348.884987,68,1,0,1.000000,1.000000,-1.000000,0.136000,0.136000,-1.000000,0.136000
grid_20x25_k20_rep3,Grid,500,955,20,0.007655,8.298579,72,1,0,19.309986,72,1,0,120022.400813,-1,0,1,739.554577,739.443618,71,1,0,1.014085,1.014085,-1.000000,0.144000,0.144000,-1.000000,0.142000
